36.12546,-115.173
36.12546,-115.1729906
36.12545999,-115.1729817
36.12545999,-115.1729722
36.12545998,-115.1729628
36.12545998,-115.1729533
36.12545997,-115.1729445
36.12545997,-115.1729334
36.12545996,-115.172925
36.12545996,-115.1729161
36.12545995,-115.1729078
36.12545995,-115.1728984
36.12545994,-115.1728911
36.12545994,-115.1728828
36.12545994,-115.1728756
36.12545993,-115.1728661
36.12545993,-115.1728578
36.12545992,-115.17285
36.12545992,-115.1728412
36.12545991,-115.1728317
36.12545991,-115.1728223
36.1254599,-115.1728134
36.1254599,-115.1728039
36.12545989,-115.1727951
36.12545989,-115.1727856
36.12545989,-115.1727762
36.12545988,-115.1727673
36.12545988,-115.1727578
36.12545987,-115.1727484
36.12545987,-115.1727395
36.12545986,-115.1727301
36.12545986,-115.1727206
36.12545985,-115.1727117
36.12545985,-115.1727023
36.12545984,-115.1726929
36.12545984,-115.172684
36.12545983,-115.1726745
36.12545983,-115.1726651
36.12545982,-115.1726562
36.12545982,-115.1726468
36.12545981,-115.1726373
36.12545981,-115.1726284
36.1254598,-115.172619
36.1254598,-115.1726095
36.1254598,-115.1726007
36.12545979,-115.1725912
36.12545979,-115.1725818
36.12545978,-115.1725729
36.12545978,-115.1725634
36.12545977,-115.172554
36.12545977,-115.1725451
36.12545976,-115.1725357
36.12545976,-115.1725262
36.12545975,-115.1725173
36.12545975,-115.1725079
36.12545974,-115.1724985
36.12545974,-115.1724896
36.12545973,-115.1724801
36.12545973,-115.1724707
36.12545972,-115.1724618
36.12545972,-115.1724524
36.12545971,-115.1724429
36.12545971,-115.172434
36.1254597,-115.1724246
36.1254597,-115.1724151
36.1254597,-115.1724057
36.12545969,-115.1723968
36.12545969,-115.1723874
36.12545968,-115.1723779
36.12545968,-115.172369
36.12545967,-115.1723596
36.12545967,-115.1723502
36.12545966,-115.1723413
36.12545966,-115.1723318
36.12545965,-115.1723224
36.12545965,-115.1723135
36.12545964,-115.1723041
36.12545964,-115.1722946
36.12545963,-115.1722857
36.12545963,-115.1722763
36.12545962,-115.1722669
36.12545962,-115.172258
36.12545961,-115.1722485
36.12545961,-115.1722391
36.12545961,-115.1722302
36.1254596,-115.1722208
36.1254596,-115.1722113
36.12545959,-115.1722024
36.12545959,-115.172193
36.12545958,-115.1721835
36.12545958,-115.1721747
36.12545957,-115.1721652
36.12545957,-115.1721558
36.12545956,-115.1721469
36.12545956,-115.1721374
36.12545955,-115.172128
36.12545955,-115.1721191
36.12545954,-115.1721097
36.12545954,-115.1721002
36.12545953,-115.1720913
36.12545953,-115.1720819
36.12545952,-115.1720725
36.12545952,-115.1720636
36.12545951,-115.1720541
36.12545951,-115.1720447
36.12545951,-115.1720358
36.1254595,-115.1720264
36.1254595,-115.1720169
36.12545949,-115.172008
36.12545949,-115.1719986
36.12545948,-115.1719891
36.12545948,-115.1719803
36.12545947,-115.1719708
36.12545947,-115.1719614
36.12545946,-115.1719525
36.12545946,-115.171943
36.12545945,-115.1719336
36.12545945,-115.1719247
36.12545944,-115.1719153
36.12545944,-115.1719058
36.12545943,-115.1718969
36.12545943,-115.1718875
36.12545942,-115.1718781
36.12545942,-115.1718692
36.12545941,-115.1718597
36.12545941,-115.1718503
36.12545941,-115.1718414
36.1254594,-115.171832
36.1254594,-115.1718225
36.12545939,-115.1718136
36.12545939,-115.1718042
36.12545938,-115.1717947
36.12545938,-115.1717859
36.12545937,-115.1717764
36.12545937,-115.171767
36.12545936,-115.1717581
36.12545936,-115.1717486
36.12545935,-115.1717398
36.12545935,-115.1717303
36.12545934,-115.1717209
36.12545934,-115.171712
36.12545933,-115.1717026
36.12545933,-115.1716931
36.12545932,-115.1716842
36.12545932,-115.1716748
36.12545932,-115.1716653
36.12545931,-115.1716565
36.12545931,-115.171647
